user_index,recommended_products,recommend_top_items,reviewerID,asinID,title,reviewText,overall,imUrl
0,"<PandasArray>
['B00H8MDKBE', 'B007R1BN56', 'B006FS0NR6', 'B00BEW8GKY', 'B00INTTDQC',
 'B00C3HTNFG', 'B00FF8DD60', 'B00HPZPID2', 'B005KSISTM', 'B005AP3B8S']
Length: 10, dtype: object","['Arm &amp; Hammer Clump &amp; Seal Clumping Lit...', 'Petstages Dogwood Stick Large', 'Purina Beneful IncrediBites Dog Food', 'Purina Pro Plan Sport', 'Milk-Bone Brushing Chews Daily Dental Treats -...', 'Iams ProActive Health Adult Weight Control Pre...', ""Milo's Kitchen Steak Grillers Beef Recipe with..."", ""Hill's Ideal Balance Large Breed Natural Chick..."", 'Purina Beneful Healthy Fiesta Dog Food', 'KONG Cozie Medium Dog Toy']",A11OTLEDSW8ZXD,B00J5VQSXI,Nyantomo Purr Fect Potty Starter Kit for Kittens,"This potty starter kit is a cleverly-designed litter box aimed for young cats.  What I am finding is that my older, fat cat likes this too, as he doesn't have to lift his legs so high to get into this box.  This tells me this device would be ideal for older, more arthritic cats who are not too picky about their bathrooms.My fat cat doesn't mind the pellets, but I also know from using pellets at an animal shelter, that not all cats like the pellet texture for their bathroom essentials.  It's a learned habit.The device does work as advertised.  The pellets cover up the poop, and the pee falls below the top half to fall into the absorbent pad below.  Odors are concealed for a good week, but that depends on how often it's used.  My big, fat cat will fill this up in a few days.  The pellets do get saturated and become mushy, and cats don't like to do their business on mushy flats. Refills may appear expensive if they are replaced with the brand pellets, but the contraption is usable regardless of what is used for the material.  I can buy pine pellets at the local feed store.The bin is made of hard plastic and is well-made.  There is no seam anywhere on either one; they appear to be made from a mold.  I'm tempted to give this a five-star rating if this little litter box does its job under a variety of materials.",4.0,http://ecx.images-amazon.com/images/I/41BPHWcsALL._SX300_.jpg
0,"<PandasArray>
['B00H8MDKBE', 'B007R1BN56', 'B006FS0NR6', 'B00BEW8GKY', 'B00INTTDQC',
 'B00C3HTNFG', 'B00FF8DD60', 'B00HPZPID2', 'B005KSISTM', 'B005AP3B8S']
Length: 10, dtype: object","['Arm &amp; Hammer Clump &amp; Seal Clumping Lit...', 'Petstages Dogwood Stick Large', 'Purina Beneful IncrediBites Dog Food', 'Purina Pro Plan Sport', 'Milk-Bone Brushing Chews Daily Dental Treats -...', 'Iams ProActive Health Adult Weight Control Pre...', ""Milo's Kitchen Steak Grillers Beef Recipe with..."", ""Hill's Ideal Balance Large Breed Natural Chick..."", 'Purina Beneful Healthy Fiesta Dog Food', 'KONG Cozie Medium Dog Toy']",A11OTLEDSW8ZXD,B00HPZPIE6,"Hill's Ideal Balance Small Breed Natural Chicken &amp; Brown Rice Recipe Mature Adult Dry Dog Food, 4-Pound","Four pounds of kibble does not last long in a house with five big dogs.  My dogs are German Shepherd Dogs or shepherd mixes, the smallest one being just shy of 50 pounds.  They have always enjoyed eating small-bite kibble because they think they are eating cat kibble, which they always seem to prefer.I also noticed that there is very little residue at the bottom of the bag, no dusty leftovers that get strewn everywhere.The food did not give them any diarrhea or gas.  The price is a tad high but it's worth it for healthy dogs.",5.0,http://ecx.images-amazon.com/images/I/41U3VxuLVYL._SY300_.jpg
0,"<PandasArray>
['B00H8MDKBE', 'B007R1BN56', 'B006FS0NR6', 'B00BEW8GKY', 'B00INTTDQC',
 'B00C3HTNFG', 'B00FF8DD60', 'B00HPZPID2', 'B005KSISTM', 'B005AP3B8S']
Length: 10, dtype: object","['Arm &amp; Hammer Clump &amp; Seal Clumping Lit...', 'Petstages Dogwood Stick Large', 'Purina Beneful IncrediBites Dog Food', 'Purina Pro Plan Sport', 'Milk-Bone Brushing Chews Daily Dental Treats -...', 'Iams ProActive Health Adult Weight Control Pre...', ""Milo's Kitchen Steak Grillers Beef Recipe with..."", ""Hill's Ideal Balance Large Breed Natural Chick..."", 'Purina Beneful Healthy Fiesta Dog Food', 'KONG Cozie Medium Dog Toy']",A11OTLEDSW8ZXD,B00I18UVSO,"Waggin' Train Jerky Duos Dog Treats, Made with Real Chicken &amp; Sweet Potatoes","These narrow strips were a big favorite for my five dogs.  They all took one and wanted more.  The strips don't smell and are not sticky, but they are a softer jerky than the other treats.  Cut these up into smaller sizes and they would make good training treats.",5.0,http://ecx.images-amazon.com/images/I/51%2BcqPXHeCL._SY300_.jpg
0,"<PandasArray>
['B00H8MDKBE', 'B007R1BN56', 'B006FS0NR6', 'B00BEW8GKY', 'B00INTTDQC',
 'B00C3HTNFG', 'B00FF8DD60', 'B00HPZPID2', 'B005KSISTM', 'B005AP3B8S']
Length: 10, dtype: object","['Arm &amp; Hammer Clump &amp; Seal Clumping Lit...', 'Petstages Dogwood Stick Large', 'Purina Beneful IncrediBites Dog Food', 'Purina Pro Plan Sport', 'Milk-Bone Brushing Chews Daily Dental Treats -...', 'Iams ProActive Health Adult Weight Control Pre...', ""Milo's Kitchen Steak Grillers Beef Recipe with..."", ""Hill's Ideal Balance Large Breed Natural Chick..."", 'Purina Beneful Healthy Fiesta Dog Food', 'KONG Cozie Medium Dog Toy']",A11OTLEDSW8ZXD,B00I18UVO8,"Waggin' Train Smoky Jerky Treats, Made with Real Chicken and a Hint of Brown Sugar","Chicken is a big hit for all my animals and these treats are no exception.  These treats are soft, pliable and have a slight aroma of sugar.  They are not sticky or have a foul odor. These dry out if the bag is not properly sealed, so be careful when storing these!",4.0,http://ecx.images-amazon.com/images/I/51hNRMIWJQL._SY300_.jpg
0,"<PandasArray>
['B00H8MDKBE', 'B007R1BN56', 'B006FS0NR6', 'B00BEW8GKY', 'B00INTTDQC',
 'B00C3HTNFG', 'B00FF8DD60', 'B00HPZPID2', 'B005KSISTM', 'B005AP3B8S']
Length: 10, dtype: object","['Arm &amp; Hammer Clump &amp; Seal Clumping Lit...', 'Petstages Dogwood Stick Large', 'Purina Beneful IncrediBites Dog Food', 'Purina Pro Plan Sport', 'Milk-Bone Brushing Chews Daily Dental Treats -...', 'Iams ProActive Health Adult Weight Control Pre...', ""Milo's Kitchen Steak Grillers Beef Recipe with..."", ""Hill's Ideal Balance Large Breed Natural Chick..."", 'Purina Beneful Healthy Fiesta Dog Food', 'KONG Cozie Medium Dog Toy']",A11OTLEDSW8ZXD,B00I18UVSE,Waggin' Train Chicken Jerky Tenders Dog Treats (Pack of 1),I have five big dogs and these jerky treats were not enough for them as there are only four strips to a package.  They have a pleasant aroma (nothing chemical) and break apart pretty well.  The bag is hermetically sealed and would be ideal for a day hike or overnight backpack.I had no issues with feeding my dogs these.  None of them got sick afterwards.,5.0,http://ecx.images-amazon.com/images/I/51RFF3XC4IL._SY300_.jpg
0,"<PandasArray>
['B00H8MDKBE', 'B007R1BN56', 'B006FS0NR6', 'B00BEW8GKY', 'B00INTTDQC',
 'B00C3HTNFG', 'B00FF8DD60', 'B00HPZPID2', 'B005KSISTM', 'B005AP3B8S']
Length: 10, dtype: object","['Arm &amp; Hammer Clump &amp; Seal Clumping Lit...', 'Petstages Dogwood Stick Large', 'Purina Beneful IncrediBites Dog Food', 'Purina Pro Plan Sport', 'Milk-Bone Brushing Chews Daily Dental Treats -...', 'Iams ProActive Health Adult Weight Control Pre...', ""Milo's Kitchen Steak Grillers Beef Recipe with..."", ""Hill's Ideal Balance Large Breed Natural Chick..."", 'Purina Beneful Healthy Fiesta Dog Food', 'KONG Cozie Medium Dog Toy']",A11OTLEDSW8ZXD,B00IDZT22Q,"Nutrience Original Adult Chicken Meal with Brown Rice Recipe Dog Food, 18-Pound Bag","UPDATE:  The dogs seem to have gotten used to the taste of these large chunks and now PREFER it over the small kibble.  I did a taste test with three top brands in the dogs' food bucket, with Nature's Variety Prairie next to this large kibble, and next to the Natural Balance Chicken and Rice Original Ultra.___________My five dogs are all shepherds or shepherd mixes.  They actually prefer small kibble, like the kind cat food is made from, and often sneak into the cats' food.  This kibble, while made from good ingredients, is on the large side.  My dogs are eating it but seem to root around in their food bucket for leftover smaller kibble that may still be in their bucket.Otherwise I can't complain.  The dogs are pooping normal-looking poop, they aren't vomiting or showing any reactions to this food, and they don't have doggie farts.  That's always a good thing.",5.0,http://ecx.images-amazon.com/images/I/51xffSWcrlL._SY300_.jpg
0,"<PandasArray>
['B00H8MDKBE', 'B007R1BN56', 'B006FS0NR6', 'B00BEW8GKY', 'B00INTTDQC',
 'B00C3HTNFG', 'B00FF8DD60', 'B00HPZPID2', 'B005KSISTM', 'B005AP3B8S']
Length: 10, dtype: object","['Arm &amp; Hammer Clump &amp; Seal Clumping Lit...', 'Petstages Dogwood Stick Large', 'Purina Beneful IncrediBites Dog Food', 'Purina Pro Plan Sport', 'Milk-Bone Brushing Chews Daily Dental Treats -...', 'Iams ProActive Health Adult Weight Control Pre...', ""Milo's Kitchen Steak Grillers Beef Recipe with..."", ""Hill's Ideal Balance Large Breed Natural Chick..."", 'Purina Beneful Healthy Fiesta Dog Food', 'KONG Cozie Medium Dog Toy']",A11OTLEDSW8ZXD,B00IDZTGKE,"Nutrience Grain Free Dog Food, 18-Pound Bag","This is a very high protein, low fat diet.  This food doesn't have a high smelly odor to it, either.  My dogs eat this and are quickly filled.  This tells me this is high quality food as it's not filler material.  My dogs took to this right away without vomiting or pooping runny stool.The price is rather high to maintain this food on a regular basis in my dogs' diet, however, as with other high-end dry kibble I have bought, dogs eat less of this so it lasts longer than the cheap stuff made with mostly corn.",4.0,http://ecx.images-amazon.com/images/I/51mymqLUxYL._SY300_.jpg
0,"<PandasArray>
['B00H8MDKBE', 'B007R1BN56', 'B006FS0NR6', 'B00BEW8GKY', 'B00INTTDQC',
 'B00C3HTNFG', 'B00FF8DD60', 'B00HPZPID2', 'B005KSISTM', 'B005AP3B8S']
Length: 10, dtype: object","['Arm &amp; Hammer Clump &amp; Seal Clumping Lit...', 'Petstages Dogwood Stick Large', 'Purina Beneful IncrediBites Dog Food', 'Purina Pro Plan Sport', 'Milk-Bone Brushing Chews Daily Dental Treats -...', 'Iams ProActive Health Adult Weight Control Pre...', ""Milo's Kitchen Steak Grillers Beef Recipe with..."", ""Hill's Ideal Balance Large Breed Natural Chick..."", 'Purina Beneful Healthy Fiesta Dog Food', 'KONG Cozie Medium Dog Toy']",A11OTLEDSW8ZXD,B00IDZTGMM,"Nutrience Original Healthy Adult Cat Food, 18-Pounds, Chicken Meal with Brown Rice Recipe","This is a very expensive product, but it's a product that my cats like.  I haven't seen any of them puke up this food or get diarrhea. It doesn't smell bad at all.  The pellets are small and cone-shaped. Even my dogs want to sneak a taste.I'm a bit leery of the price though.  This is a quality product that not everyone can afford.",5.0,http://ecx.images-amazon.com/images/I/51vns5hE2AL._SY300_.jpg
0,"<PandasArray>
['B00H8MDKBE', 'B007R1BN56', 'B006FS0NR6', 'B00BEW8GKY', 'B00INTTDQC',
 'B00C3HTNFG', 'B00FF8DD60', 'B00HPZPID2', 'B005KSISTM', 'B005AP3B8S']
Length: 10, dtype: object","['Arm &amp; Hammer Clump &amp; Seal Clumping Lit...', 'Petstages Dogwood Stick Large', 'Purina Beneful IncrediBites Dog Food', 'Purina Pro Plan Sport', 'Milk-Bone Brushing Chews Daily Dental Treats -...', 'Iams ProActive Health Adult Weight Control Pre...', ""Milo's Kitchen Steak Grillers Beef Recipe with..."", ""Hill's Ideal Balance Large Breed Natural Chick..."", 'Purina Beneful Healthy Fiesta Dog Food', 'KONG Cozie Medium Dog Toy']",A11OTLEDSW8ZXD,B00IDZTGIG,"Nutrience Natural Healthy Adult Cat Food, 18-Pound Bag","My cats initially disliked this food, but then developed a fine taste for it.  This dry kibble is the perfect size for cats' mouths, and it does have a fish smell to it.  However, this 18-pound bag has lasted longer than lower-quality food because it doesn't contain corn fillers that cheaper foods use.The cats have no bad reactions to this food, either. The stool is solid, the cats experience no vomitting, and even the dogs try to sneak in some nibbling.  My complaint would be the high cost, but this may be worth it.",4.0,http://ecx.images-amazon.com/images/I/51Ctkwl3BHL._SY300_.jpg
0,"<PandasArray>
['B00H8MDKBE', 'B007R1BN56', 'B006FS0NR6', 'B00BEW8GKY', 'B00INTTDQC',
 'B00C3HTNFG', 'B00FF8DD60', 'B00HPZPID2', 'B005KSISTM', 'B005AP3B8S']
Length: 10, dtype: object","['Arm &amp; Hammer Clump &amp; Seal Clumping Lit...', 'Petstages Dogwood Stick Large', 'Purina Beneful IncrediBites Dog Food', 'Purina Pro Plan Sport', 'Milk-Bone Brushing Chews Daily Dental Treats -...', 'Iams ProActive Health Adult Weight Control Pre...', ""Milo's Kitchen Steak Grillers Beef Recipe with..."", ""Hill's Ideal Balance Large Breed Natural Chick..."", 'Purina Beneful Healthy Fiesta Dog Food', 'KONG Cozie Medium Dog Toy']",A11OTLEDSW8ZXD,B0002DI31S,Virtually Indestructible Best Ball for Dogs,"This is a hard ball.  If your dog likes to play soccer, this ball would be ideal.  If your dog likes to put balls in her mouth, though, this ball will disappoint due to its hardness. The diameter makes it too big for most dogs to pick it up with the mouth.  My dogs ignore this ball.UPDATE 6-20-14:  One of my GSDs was playing fetch with this and tried to pick it up.  One of her canines got stuck in the seam's hole and the ball wouldn't release itself.  She panicked and threw her head around to loosen the ball, but it took a strong hold on her head to get the ball out of her mouth.  Scary incident!",3.0,http://ecx.images-amazon.com/images/I/31GnjHoDtWL._SY300_.jpg
