user_index,recommended_products,recommend_top_items,reviewerID,asinID,title,reviewText,overall,imUrl
0,"<PandasArray>
['B008JFUQ16', 'B00FZM8Z7I', 'B008JFUS0U', 'B00GUO2SKA', 'B004X63SJW',
 '6302309506', '6301390768', 'B00CWM58WY', 'B008JFUO72', 'B004RPQSVE']
Length: 10, dtype: object","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'Seventh Voyage of Sinbad [VHS]', 'Mighty Joe Young [VHS]', 'NaN', 'NaN', 'NaN']",A0896517PN4N2KMFUHMW,0792844807,Breathless,If you can get around the fact that this is a remake of the french  classic you might enjoy it. When I saw it back in 1983 I didn't even know who the Silver Surfer was! How bad is that? I feel such shame.,5.0,http://ecx.images-amazon.com/images/I/51MNKX7ENBL._SY300_.jpg
0,"<PandasArray>
['B008JFUQ16', 'B00FZM8Z7I', 'B008JFUS0U', 'B00GUO2SKA', 'B004X63SJW',
 '6302309506', '6301390768', 'B00CWM58WY', 'B008JFUO72', 'B004RPQSVE']
Length: 10, dtype: object","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'Seventh Voyage of Sinbad [VHS]', 'Mighty Joe Young [VHS]', 'NaN', 'NaN', 'NaN']",A0896517PN4N2KMFUHMW,6302032199,Man of the West [VHS],Danny Peary wrote a wonderful book on cult films and this film is one of his picks. That is why I got this movie.,5.0,http://ecx.images-amazon.com/images/I/21DEBQAEVHL.jpg
0,"<PandasArray>
['B008JFUQ16', 'B00FZM8Z7I', 'B008JFUS0U', 'B00GUO2SKA', 'B004X63SJW',
 '6302309506', '6301390768', 'B00CWM58WY', 'B008JFUO72', 'B004RPQSVE']
Length: 10, dtype: object","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'Seventh Voyage of Sinbad [VHS]', 'Mighty Joe Young [VHS]', 'NaN', 'NaN', 'NaN']",A0896517PN4N2KMFUHMW,6303593178,Los Olvidados [VHS],This movie is in Danny Peary's thrid volume of cult movies. That was reason enough for me to buy this item.,5.0,http://ecx.images-amazon.com/images/I/51SHMABJ1GL._SY300_.jpg
0,"<PandasArray>
['B008JFUQ16', 'B00FZM8Z7I', 'B008JFUS0U', 'B00GUO2SKA', 'B004X63SJW',
 '6302309506', '6301390768', 'B00CWM58WY', 'B008JFUO72', 'B004RPQSVE']
Length: 10, dtype: object","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'Seventh Voyage of Sinbad [VHS]', 'Mighty Joe Young [VHS]', 'NaN', 'NaN', 'NaN']",A0896517PN4N2KMFUHMW,6305918708,Nashville,It was great to finally see this movie in the scope format that it was shot in. The film has been called an epic and I now see why.,5.0,http://ecx.images-amazon.com/images/I/5159RYKKDCL._SY300_.jpg
0,"<PandasArray>
['B008JFUQ16', 'B00FZM8Z7I', 'B008JFUS0U', 'B00GUO2SKA', 'B004X63SJW',
 '6302309506', '6301390768', 'B00CWM58WY', 'B008JFUO72', 'B004RPQSVE']
Length: 10, dtype: object","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'Seventh Voyage of Sinbad [VHS]', 'Mighty Joe Young [VHS]', 'NaN', 'NaN', 'NaN']",A0896517PN4N2KMFUHMW,6300182355,Flash Gordon [VHS],It was great to finally see the scope version like it was in theaters back when I saw it in 1980.,5.0,http://ecx.images-amazon.com/images/I/51669RS3KCL._SY300_.jpg
0,"<PandasArray>
['B008JFUQ16', 'B00FZM8Z7I', 'B008JFUS0U', 'B00GUO2SKA', 'B004X63SJW',
 '6302309506', '6301390768', 'B00CWM58WY', 'B008JFUO72', 'B004RPQSVE']
Length: 10, dtype: object","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'Seventh Voyage of Sinbad [VHS]', 'Mighty Joe Young [VHS]', 'NaN', 'NaN', 'NaN']",A0896517PN4N2KMFUHMW,B0027BKC9E,,A great movie for all Robert Altman and James Caan fans. This movie was shot in the scope format so it looks great letterboxed.,5.0,http://ecx.images-amazon.com/images/I/51pNo6CgKzL._SY300_.jpg
0,"<PandasArray>
['B008JFUQ16', 'B00FZM8Z7I', 'B008JFUS0U', 'B00GUO2SKA', 'B004X63SJW',
 '6302309506', '6301390768', 'B00CWM58WY', 'B008JFUO72', 'B004RPQSVE']
Length: 10, dtype: object","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'Seventh Voyage of Sinbad [VHS]', 'Mighty Joe Young [VHS]', 'NaN', 'NaN', 'NaN']",A0896517PN4N2KMFUHMW,6300270041,You're a Big Boy Now [VHS],This movie is listed in Groovy Movies by Irv Slifkin. I could not find it to rent so I bought it.,5.0,http://ecx.images-amazon.com/images/I/51F53G86F0L._SY300_.jpg
0,"<PandasArray>
['B008JFUQ16', 'B00FZM8Z7I', 'B008JFUS0U', 'B00GUO2SKA', 'B004X63SJW',
 '6302309506', '6301390768', 'B00CWM58WY', 'B008JFUO72', 'B004RPQSVE']
Length: 10, dtype: object","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'Seventh Voyage of Sinbad [VHS]', 'Mighty Joe Young [VHS]', 'NaN', 'NaN', 'NaN']",A0896517PN4N2KMFUHMW,B0000AGWMF,"Manos, the Hands of Fate",This movie is in the Psychotronic book by Michael Weldon and 100 Cult Films by Ernest Mathijs  and Xavier Mendik.,5.0,http://ecx.images-amazon.com/images/I/5165214BFNL._SY300_.jpg
0,"<PandasArray>
['B008JFUQ16', 'B00FZM8Z7I', 'B008JFUS0U', 'B00GUO2SKA', 'B004X63SJW',
 '6302309506', '6301390768', 'B00CWM58WY', 'B008JFUO72', 'B004RPQSVE']
Length: 10, dtype: object","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'Seventh Voyage of Sinbad [VHS]', 'Mighty Joe Young [VHS]', 'NaN', 'NaN', 'NaN']",A0896517PN4N2KMFUHMW,B005G5NPD8,,I'll watch almost anything from the 1970s and enjoy it. I haven't  seen the Chris Evans version yet  but I want to.,5.0,http://ecx.images-amazon.com/images/I/51YjNy%2BUkjL._SY300_.jpg
0,"<PandasArray>
['B008JFUQ16', 'B00FZM8Z7I', 'B008JFUS0U', 'B00GUO2SKA', 'B004X63SJW',
 '6302309506', '6301390768', 'B00CWM58WY', 'B008JFUO72', 'B004RPQSVE']
Length: 10, dtype: object","['NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'Seventh Voyage of Sinbad [VHS]', 'Mighty Joe Young [VHS]', 'NaN', 'NaN', 'NaN']",A0896517PN4N2KMFUHMW,B0099116G8,,I never could find this movie on VHS. All I had was a copy I made off of TV. So I was thrilled to find the DVD. This is a must have for all Jan Michael Vincent fans.,5.0,http://ecx.images-amazon.com/images/I/51q0GCIDs-L._SY300_.jpg
