user_index,recommended_products,recommend_top_items,reviewerID,asinID,title,reviewText,overall,imUrl
0,"<PandasArray>
['1939786177', 'B00LLWDUDK', 'B00H0V069M', '1493788868', 'B00JUCHUMK',
 'B00IODNJRG', 'B00I1VX9YO', '0991280717', 'B00J4B0THU', '1497497132']
Length: 10, dtype: object","['Ethan:  An Alluring Indulgence Novel  (Volume 5)', 'NaN', 'NaN', 'Try (Temptation Series)', 'NaN', 'NaN', 'NaN', 'The Backup Boyfriend: The Boyfriend Chronicles...', 'NaN', 'Throttle Me (Men of Inked) (Volume 1)']",A00463782V7TKAP9EMNL,B00DOC2XHO,,"After a rough beginning Alex and Shane have a chance at real happiness, and a built in family.  It was fleshing that Shane's mom stood by him.",4.0,"http://ecx.images-amazon.com/images/I/51q1Be3gpKL._BO2,204,203,200_PIsitb-sticker-v3-big,TopRight,0,-55_SX278_SY278_PIkin4,BottomRight,1,22_AA300_SH20_OU01_.jpg"
0,"<PandasArray>
['1939786177', 'B00LLWDUDK', 'B00H0V069M', '1493788868', 'B00JUCHUMK',
 'B00IODNJRG', 'B00I1VX9YO', '0991280717', 'B00J4B0THU', '1497497132']
Length: 10, dtype: object","['Ethan:  An Alluring Indulgence Novel  (Volume 5)', 'NaN', 'NaN', 'Try (Temptation Series)', 'NaN', 'NaN', 'NaN', 'The Backup Boyfriend: The Boyfriend Chronicles...', 'NaN', 'Throttle Me (Men of Inked) (Volume 1)']",A00463782V7TKAP9EMNL,1599989700,With Caution,Loved the entire book.  Terrible and terrific things happened to werewolves and their friends in New Mexico.  The inclusion of Native Americans culture adds another dimension.,5.0,http://ecx.images-amazon.com/images/I/51T1Zebq0XL.jpg
0,"<PandasArray>
['1939786177', 'B00LLWDUDK', 'B00H0V069M', '1493788868', 'B00JUCHUMK',
 'B00IODNJRG', 'B00I1VX9YO', '0991280717', 'B00J4B0THU', '1497497132']
Length: 10, dtype: object","['Ethan:  An Alluring Indulgence Novel  (Volume 5)', 'NaN', 'NaN', 'Try (Temptation Series)', 'NaN', 'NaN', 'NaN', 'The Backup Boyfriend: The Boyfriend Chronicles...', 'NaN', 'Throttle Me (Men of Inked) (Volume 1)']",A00463782V7TKAP9EMNL,B004XJ6922,,This is a sweet short story about a boy looking for love and another boy unsure it even exists.  Enjoy.,4.0,"http://ecx.images-amazon.com/images/I/51U67ZlUp%2BL._BO2,204,203,200_PIsitb-sticker-v3-big,TopRight,0,-55_SX278_SY278_PIkin4,BottomRight,1,22_AA300_SH20_OU01_.jpg"
0,"<PandasArray>
['1939786177', 'B00LLWDUDK', 'B00H0V069M', '1493788868', 'B00JUCHUMK',
 'B00IODNJRG', 'B00I1VX9YO', '0991280717', 'B00J4B0THU', '1497497132']
Length: 10, dtype: object","['Ethan:  An Alluring Indulgence Novel  (Volume 5)', 'NaN', 'NaN', 'Try (Temptation Series)', 'NaN', 'NaN', 'NaN', 'The Backup Boyfriend: The Boyfriend Chronicles...', 'NaN', 'Throttle Me (Men of Inked) (Volume 1)']",A00463782V7TKAP9EMNL,B006RYYYS2,,You might like this.  No character development.  No plot.  Just an orgy among strangers.  Definitely not any romance to sigh over.,2.0,"http://ecx.images-amazon.com/images/I/51wf-vN0aCL._BO2,204,203,200_PIsitb-sticker-v3-big,TopRight,0,-55_SX278_SY278_PIkin4,BottomRight,1,22_AA300_SH20_OU01_.jpg"
0,"<PandasArray>
['1939786177', 'B00LLWDUDK', 'B00H0V069M', '1493788868', 'B00JUCHUMK',
 'B00IODNJRG', 'B00I1VX9YO', '0991280717', 'B00J4B0THU', '1497497132']
Length: 10, dtype: object","['Ethan:  An Alluring Indulgence Novel  (Volume 5)', 'NaN', 'NaN', 'Try (Temptation Series)', 'NaN', 'NaN', 'NaN', 'The Backup Boyfriend: The Boyfriend Chronicles...', 'NaN', 'Throttle Me (Men of Inked) (Volume 1)']",A00463782V7TKAP9EMNL,B0070Y4EG0,,"I just started reading this, but had to say that I loved the Boy Scout scene with the flipped canoe!Now that I've finished, I can still smile about the canoe, even though the need to shed tears is a more compelling expression of the emotions brought about by Mr. Benjamin's story.  The love shared by the men, and most of the women, transcended time, changes in relationships  and family division.  The author's description of the advent of the AIDS epidemic will definitely lead me to research it further.  Thank you!",5.0,"http://ecx.images-amazon.com/images/I/516rPYsuKGL._BO2,204,203,200_PIsitb-sticker-v3-big,TopRight,0,-55_SX278_SY278_PIkin4,BottomRight,1,22_AA300_SH20_OU01_.jpg"
0,"<PandasArray>
['1939786177', 'B00LLWDUDK', 'B00H0V069M', '1493788868', 'B00JUCHUMK',
 'B00IODNJRG', 'B00I1VX9YO', '0991280717', 'B00J4B0THU', '1497497132']
Length: 10, dtype: object","['Ethan:  An Alluring Indulgence Novel  (Volume 5)', 'NaN', 'NaN', 'Try (Temptation Series)', 'NaN', 'NaN', 'NaN', 'The Backup Boyfriend: The Boyfriend Chronicles...', 'NaN', 'Throttle Me (Men of Inked) (Volume 1)']",A00463782V7TKAP9EMNL,B00G4HDYYW,,I like a story with more of a connection between the characters.  Perhaps as the series continues I'd feel more by in.,3.0,"http://ecx.images-amazon.com/images/I/51lJZDRRq7L._BO2,204,203,200_PIsitb-sticker-v3-big,TopRight,0,-55_SX278_SY278_PIkin4,BottomRight,1,22_AA300_SH20_OU01_.jpg"
0,"<PandasArray>
['1939786177', 'B00LLWDUDK', 'B00H0V069M', '1493788868', 'B00JUCHUMK',
 'B00IODNJRG', 'B00I1VX9YO', '0991280717', 'B00J4B0THU', '1497497132']
Length: 10, dtype: object","['Ethan:  An Alluring Indulgence Novel  (Volume 5)', 'NaN', 'NaN', 'Try (Temptation Series)', 'NaN', 'NaN', 'NaN', 'The Backup Boyfriend: The Boyfriend Chronicles...', 'NaN', 'Throttle Me (Men of Inked) (Volume 1)']",A00463782V7TKAP9EMNL,1453875042,Something Like Summer,"Since this isn't the first book in the series that I've read, I'm really disappointed that I'm reading them out of order!  I'm going to forge ahead and hope the next one and the last can equal the 3rd, which was amazing.",4.0,http://ecx.images-amazon.com/images/I/51CI7Nb6wlL.jpg
0,"<PandasArray>
['1939786177', 'B00LLWDUDK', 'B00H0V069M', '1493788868', 'B00JUCHUMK',
 'B00IODNJRG', 'B00I1VX9YO', '0991280717', 'B00J4B0THU', '1497497132']
Length: 10, dtype: object","['Ethan:  An Alluring Indulgence Novel  (Volume 5)', 'NaN', 'NaN', 'Try (Temptation Series)', 'NaN', 'NaN', 'NaN', 'The Backup Boyfriend: The Boyfriend Chronicles...', 'NaN', 'Throttle Me (Men of Inked) (Volume 1)']",A00463782V7TKAP9EMNL,1495458881,Broken Pieces,Riley continues to remind us that love can overcome so many tragedies.  These men have survived childhoods that would have 'broken' most of us and were still able to give and receive love.  A message that needs to be broadcast to every corner of the world.,5.0,http://ecx.images-amazon.com/images/I/51zBtyyhxCL.jpg
0,"<PandasArray>
['1939786177', 'B00LLWDUDK', 'B00H0V069M', '1493788868', 'B00JUCHUMK',
 'B00IODNJRG', 'B00I1VX9YO', '0991280717', 'B00J4B0THU', '1497497132']
Length: 10, dtype: object","['Ethan:  An Alluring Indulgence Novel  (Volume 5)', 'NaN', 'NaN', 'Try (Temptation Series)', 'NaN', 'NaN', 'NaN', 'The Backup Boyfriend: The Boyfriend Chronicles...', 'NaN', 'Throttle Me (Men of Inked) (Volume 1)']",A00463782V7TKAP9EMNL,B004OEIRNA,,I'm hoping this is the first in a series!  There is just enough angst to make the characters interesting and the love scenes leave you wanting more!,4.0,"http://ecx.images-amazon.com/images/I/51ZcGaCQmbL._BO2,204,203,200_PIsitb-sticker-v3-big,TopRight,0,-55_SX278_SY278_PIkin4,BottomRight,1,22_AA300_SH20_OU01_.jpg"
0,"<PandasArray>
['1939786177', 'B00LLWDUDK', 'B00H0V069M', '1493788868', 'B00JUCHUMK',
 'B00IODNJRG', 'B00I1VX9YO', '0991280717', 'B00J4B0THU', '1497497132']
Length: 10, dtype: object","['Ethan:  An Alluring Indulgence Novel  (Volume 5)', 'NaN', 'NaN', 'Try (Temptation Series)', 'NaN', 'NaN', 'NaN', 'The Backup Boyfriend: The Boyfriend Chronicles...', 'NaN', 'Throttle Me (Men of Inked) (Volume 1)']",A00463782V7TKAP9EMNL,1479261726,Something Like Winter,"I enjoyed seeing Tim's motivation was indeed based on love.  Previously he came across more as selfish and just wanting Ben for his own sake.  Maturity allowed him to appreciate Ben's relationship with Jace so much better, since he had a similar one with Eric.",4.0,http://ecx.images-amazon.com/images/I/51R7lo2pzYL.jpg
