user_index,recommended_products,recommend_top_items,reviewerID,asinID,title,reviewText,overall,imUrl
0,"<PandasArray>
['B00B588HY2', 'B0097BEFYA', 'B000QUUFRW', 'B009SYZ8OC', 'B0019EHU8G',
 'B004HHICKC', 'B003ELYQGG', 'B000Z80ICM', 'B0041Q38NU', 'B00J5174TU']
Length: 10, dtype: object","['Sony 8GB SDHC/SDXC Class 10 UHS-1 R40 Memory C...', 'Apple Lightning to USB Cable', 'SanDisk 4GB Extreme SDHC Class 10 Memory Card', 'AmazonBasics Apple Certified Lightning to USB ...', 'Mediabridge ULTRA Series HDMI Cable (6 Feet) -...', 'Kinivo ZX100 Mini Portable Speaker with Rechar...', 'Panasonic RPHJE120D In-Ear Headphone, Orange', 'APC BE750G Power Saving Battery Back-UPS', 'Kingston Digital 8GB DataTraveler 101 G2 USB 2...', 'iXCC &reg; Apple MFI Certified Lightning Cable...']",A107K10JTO8NSH,B00006BBAC,Belkin SurgeMaster 6 Outlet Wall-Mount Surge Protector,I love it. It is a great Surge Protector. Plug to the wall and it works. I would recommend to other.,4.0,http://ecx.images-amazon.com/images/I/31TtzP95IsL._SY300_.jpg
0,"<PandasArray>
['B00B588HY2', 'B0097BEFYA', 'B000QUUFRW', 'B009SYZ8OC', 'B0019EHU8G',
 'B004HHICKC', 'B003ELYQGG', 'B000Z80ICM', 'B0041Q38NU', 'B00J5174TU']
Length: 10, dtype: object","['Sony 8GB SDHC/SDXC Class 10 UHS-1 R40 Memory C...', 'Apple Lightning to USB Cable', 'SanDisk 4GB Extreme SDHC Class 10 Memory Card', 'AmazonBasics Apple Certified Lightning to USB ...', 'Mediabridge ULTRA Series HDMI Cable (6 Feet) -...', 'Kinivo ZX100 Mini Portable Speaker with Rechar...', 'Panasonic RPHJE120D In-Ear Headphone, Orange', 'APC BE750G Power Saving Battery Back-UPS', 'Kingston Digital 8GB DataTraveler 101 G2 USB 2...', 'iXCC &reg; Apple MFI Certified Lightning Cable...']",A107K10JTO8NSH,B0017KZ8Y0,VideoSecu 150 Feet Video Power Security Camera Cable for CCTV Surveillance DVR System Installation 1LY,"It works fine at this time. For picture quality, I don't expect this cable to bring that HD video. But it works to connect camera from my backyard.",3.0,http://ecx.images-amazon.com/images/I/4138Gl4AkQL._SY300_.jpg
0,"<PandasArray>
['B00B588HY2', 'B0097BEFYA', 'B000QUUFRW', 'B009SYZ8OC', 'B0019EHU8G',
 'B004HHICKC', 'B003ELYQGG', 'B000Z80ICM', 'B0041Q38NU', 'B00J5174TU']
Length: 10, dtype: object","['Sony 8GB SDHC/SDXC Class 10 UHS-1 R40 Memory C...', 'Apple Lightning to USB Cable', 'SanDisk 4GB Extreme SDHC Class 10 Memory Card', 'AmazonBasics Apple Certified Lightning to USB ...', 'Mediabridge ULTRA Series HDMI Cable (6 Feet) -...', 'Kinivo ZX100 Mini Portable Speaker with Rechar...', 'Panasonic RPHJE120D In-Ear Headphone, Orange', 'APC BE750G Power Saving Battery Back-UPS', 'Kingston Digital 8GB DataTraveler 101 G2 USB 2...', 'iXCC &reg; Apple MFI Certified Lightning Cable...']",A107K10JTO8NSH,B00B1862X4,"Transcend 16 GB High Speed 10 UHS Flash Memory Card TS16GSDU1E (up to 45 MB/s, 300x)",I've not use this yet. I bought it for spare just in case I ran out of space with the other one. I use it for photography. It seems to be a fair price for 32 GB flash card.,4.0,http://ecx.images-amazon.com/images/I/510VHF9MDpL._SY300_.jpg
0,"<PandasArray>
['B00B588HY2', 'B0097BEFYA', 'B000QUUFRW', 'B009SYZ8OC', 'B0019EHU8G',
 'B004HHICKC', 'B003ELYQGG', 'B000Z80ICM', 'B0041Q38NU', 'B00J5174TU']
Length: 10, dtype: object","['Sony 8GB SDHC/SDXC Class 10 UHS-1 R40 Memory C...', 'Apple Lightning to USB Cable', 'SanDisk 4GB Extreme SDHC Class 10 Memory Card', 'AmazonBasics Apple Certified Lightning to USB ...', 'Mediabridge ULTRA Series HDMI Cable (6 Feet) -...', 'Kinivo ZX100 Mini Portable Speaker with Rechar...', 'Panasonic RPHJE120D In-Ear Headphone, Orange', 'APC BE750G Power Saving Battery Back-UPS', 'Kingston Digital 8GB DataTraveler 101 G2 USB 2...', 'iXCC &reg; Apple MFI Certified Lightning Cable...']",A107K10JTO8NSH,B0017U6C0Y,Logitech WiLife Digital Video Security--Outdoor Master System Camera,"I still own fours Logitech WiLife security cameras in my garage. The quality of the video was not good or sharp. The system worked for awhile with my old router. When my AT&T modem/router went out, I bought Cisco Linksys Router from Walmart. Then, my WiLife security cameras did not work. The new router was not compatible with WiLife camera. I called to Logitech Tech Support and they was not able to help me. They said they no long make this model any more. Now I bought new camera system and removed these Logitech WiLife and placed them in the garage. Please don't buy these cameras. They are old and no longer produced by Logitech.",1.0,http://ecx.images-amazon.com/images/I/51qUus8JDLL._SX300_.jpg
0,"<PandasArray>
['B00B588HY2', 'B0097BEFYA', 'B000QUUFRW', 'B009SYZ8OC', 'B0019EHU8G',
 'B004HHICKC', 'B003ELYQGG', 'B000Z80ICM', 'B0041Q38NU', 'B00J5174TU']
Length: 10, dtype: object","['Sony 8GB SDHC/SDXC Class 10 UHS-1 R40 Memory C...', 'Apple Lightning to USB Cable', 'SanDisk 4GB Extreme SDHC Class 10 Memory Card', 'AmazonBasics Apple Certified Lightning to USB ...', 'Mediabridge ULTRA Series HDMI Cable (6 Feet) -...', 'Kinivo ZX100 Mini Portable Speaker with Rechar...', 'Panasonic RPHJE120D In-Ear Headphone, Orange', 'APC BE750G Power Saving Battery Back-UPS', 'Kingston Digital 8GB DataTraveler 101 G2 USB 2...', 'iXCC &reg; Apple MFI Certified Lightning Cable...']",A107K10JTO8NSH,B001F7AJKI,"Sandisk 16GB MicroSDHC Memory Card, Class 4 (RETAIL PACKAGE)","I bought two of these for my Tablet. I stored photos, movies, files, and more. I love them. I would recommend to other who need this Micro SDHC Memory card. Class 4.",4.0,http://ecx.images-amazon.com/images/I/41fvSxFfTbL._SX300_.jpg
0,"<PandasArray>
['B00B588HY2', 'B0097BEFYA', 'B000QUUFRW', 'B009SYZ8OC', 'B0019EHU8G',
 'B004HHICKC', 'B003ELYQGG', 'B000Z80ICM', 'B0041Q38NU', 'B00J5174TU']
Length: 10, dtype: object","['Sony 8GB SDHC/SDXC Class 10 UHS-1 R40 Memory C...', 'Apple Lightning to USB Cable', 'SanDisk 4GB Extreme SDHC Class 10 Memory Card', 'AmazonBasics Apple Certified Lightning to USB ...', 'Mediabridge ULTRA Series HDMI Cable (6 Feet) -...', 'Kinivo ZX100 Mini Portable Speaker with Rechar...', 'Panasonic RPHJE120D In-Ear Headphone, Orange', 'APC BE750G Power Saving Battery Back-UPS', 'Kingston Digital 8GB DataTraveler 101 G2 USB 2...', 'iXCC &reg; Apple MFI Certified Lightning Cable...']",A107K10JTO8NSH,B00B44ECLE,HHI Aero Armor Case for iPad mini - Black (Package include a HandHelditems Sketch Stylus Pen),"I bought this for my daughter mini ipad. It is a great product but it doesn't have the screen protection. I had to buy it separately. This took about 3 weeks to deliver due to &#34;preorder&#34; product, said the seller.",4.0,http://ecx.images-amazon.com/images/I/51FwfmQwhtL._SY300_.jpg
0,"<PandasArray>
['B00B588HY2', 'B0097BEFYA', 'B000QUUFRW', 'B009SYZ8OC', 'B0019EHU8G',
 'B004HHICKC', 'B003ELYQGG', 'B000Z80ICM', 'B0041Q38NU', 'B00J5174TU']
Length: 10, dtype: object","['Sony 8GB SDHC/SDXC Class 10 UHS-1 R40 Memory C...', 'Apple Lightning to USB Cable', 'SanDisk 4GB Extreme SDHC Class 10 Memory Card', 'AmazonBasics Apple Certified Lightning to USB ...', 'Mediabridge ULTRA Series HDMI Cable (6 Feet) -...', 'Kinivo ZX100 Mini Portable Speaker with Rechar...', 'Panasonic RPHJE120D In-Ear Headphone, Orange', 'APC BE750G Power Saving Battery Back-UPS', 'Kingston Digital 8GB DataTraveler 101 G2 USB 2...', 'iXCC &reg; Apple MFI Certified Lightning Cable...']",A107K10JTO8NSH,B0015DYMVO,"Belkin 3-Outlet Mini Travel Swivel Charger Surge Protector with Dual USB Ports, 5 Charging Outlets Total (1 AMP / 5 Watt)",I was tired of losing my iPhone charger. I ordered this because it has surge protection and UBS cable charger. I use it to charge my iPhone every night. I would recommend it to anyone.,5.0,http://ecx.images-amazon.com/images/I/31Gz4KpCCZL._SX300_.jpg
0,"<PandasArray>
['B00B588HY2', 'B0097BEFYA', 'B000QUUFRW', 'B009SYZ8OC', 'B0019EHU8G',
 'B004HHICKC', 'B003ELYQGG', 'B000Z80ICM', 'B0041Q38NU', 'B00J5174TU']
Length: 10, dtype: object","['Sony 8GB SDHC/SDXC Class 10 UHS-1 R40 Memory C...', 'Apple Lightning to USB Cable', 'SanDisk 4GB Extreme SDHC Class 10 Memory Card', 'AmazonBasics Apple Certified Lightning to USB ...', 'Mediabridge ULTRA Series HDMI Cable (6 Feet) -...', 'Kinivo ZX100 Mini Portable Speaker with Rechar...', 'Panasonic RPHJE120D In-Ear Headphone, Orange', 'APC BE750G Power Saving Battery Back-UPS', 'Kingston Digital 8GB DataTraveler 101 G2 USB 2...', 'iXCC &reg; Apple MFI Certified Lightning Cable...']",A107K10JTO8NSH,B008RPGP9K,Pwr+ Extra Long 5.5 Ft Cord Rapid Car Charger for Asus Transformer Pad Infinity Tablet Pc Tf700 Tf700t ; 90-xb2vokpw00000y Epad-01 15v Power Supply Auto Dc Adapter,"I ordered this for my Asus Transformer Tablet to charge in vehicle. However, it did not charge. It might be defective or bad product. I tried to return this product since December and it was a pain in the rear with Amazon return services. There was no instructions to when UPS to come and pick up the return. Amazon advised me if I called UPS to pick it up, I will be paying for the delivery cost. I am stuck and frustrated with Amazon.I would not recommend this product to anyone.",1.0,http://ecx.images-amazon.com/images/I/41inP27IBpL._SY300_.jpg
0,"<PandasArray>
['B00B588HY2', 'B0097BEFYA', 'B000QUUFRW', 'B009SYZ8OC', 'B0019EHU8G',
 'B004HHICKC', 'B003ELYQGG', 'B000Z80ICM', 'B0041Q38NU', 'B00J5174TU']
Length: 10, dtype: object","['Sony 8GB SDHC/SDXC Class 10 UHS-1 R40 Memory C...', 'Apple Lightning to USB Cable', 'SanDisk 4GB Extreme SDHC Class 10 Memory Card', 'AmazonBasics Apple Certified Lightning to USB ...', 'Mediabridge ULTRA Series HDMI Cable (6 Feet) -...', 'Kinivo ZX100 Mini Portable Speaker with Rechar...', 'Panasonic RPHJE120D In-Ear Headphone, Orange', 'APC BE750G Power Saving Battery Back-UPS', 'Kingston Digital 8GB DataTraveler 101 G2 USB 2...', 'iXCC &reg; Apple MFI Certified Lightning Cable...']",A107K10JTO8NSH,B0020Z8PBY,Mediabridge Cat5e Ethernet Patch Cable (50 Feet) - RJ45 Computer Networking Cord - White,"We ordered this to run from our router to Q-See Security camera at a small church and it works as it was designed to do. It is durable cable. So far, we love it.We would recommend this product to others.",5.0,http://ecx.images-amazon.com/images/I/41JvB1gCRYL._SY300_.jpg
0,"<PandasArray>
['B00B588HY2', 'B0097BEFYA', 'B000QUUFRW', 'B009SYZ8OC', 'B0019EHU8G',
 'B004HHICKC', 'B003ELYQGG', 'B000Z80ICM', 'B0041Q38NU', 'B00J5174TU']
Length: 10, dtype: object","['Sony 8GB SDHC/SDXC Class 10 UHS-1 R40 Memory C...', 'Apple Lightning to USB Cable', 'SanDisk 4GB Extreme SDHC Class 10 Memory Card', 'AmazonBasics Apple Certified Lightning to USB ...', 'Mediabridge ULTRA Series HDMI Cable (6 Feet) -...', 'Kinivo ZX100 Mini Portable Speaker with Rechar...', 'Panasonic RPHJE120D In-Ear Headphone, Orange', 'APC BE750G Power Saving Battery Back-UPS', 'Kingston Digital 8GB DataTraveler 101 G2 USB 2...', 'iXCC &reg; Apple MFI Certified Lightning Cable...']",A107K10JTO8NSH,B003ZSHNCC,Nikon 55-300mm f/4.5-5.6G ED VR AF-S DX Nikkor Zoom Lens for Nikon Digital SLR,I bought Nikon Camera which came with 18-55 lens. I need to zoom far distance so this 55-300 mm lens would help. I decided and bought it. I own and use it once in a while when I need it. The CON is that I have to switch back and forth between the two lens. But it is a good quality lens.,4.0,http://ecx.images-amazon.com/images/I/41FV5XfqEvL._SX300_.jpg
